724	아웃사이더	남성	솔로	10898
725	소지섭	남성	솔로	2870
726	수퍼비	남성	솔로	48833
727	San E	남성	솔로	87799
728	빈지노 (Beenzino)	남성	솔로	131598
729	언프리티 랩스타 2	여성	그룹	982
730	SHY (손호영)	남성	솔로	6081
731	언니쓰	여성	그룹	11996
732	애프터스쿨 RED	여성	그룹	382
733	이승기	남성	솔로	32474
734	티파니 (TIFFANY)	여성	솔로	24265
735	BILL STAX (빌스택스)	남성	솔로	29521
736	투하트 (우현, 키)	남성	그룹	20785
737	손담비	여성	솔로	2307
738	마야	여성	솔로	2153
739	윤건	남성	솔로	12004
740	장미하관 (노홍철 & 장미여관)	남성	그룹	181
741	2BIC(투빅)	남성	그룹	17264
742	브라운아이드걸스	여성	그룹	21169
743	M.I.B	남성	그룹	2579
744	임도혁	남성	솔로	2435
745	순순희	남성	그룹	2236
746	드렁큰 타이거	남성	솔로	13764
747	Red Velvet (레드벨벳)	여성	그룹	256857
748	iKON	남성	그룹	124461
749	박재범	남성	솔로	110512
750	AOA CREAM	여성	그룹	4154
751	팔로알토 (Paloalto)	남성	솔로	30343
752	Bro	남성	솔로	3206
753	터보	남성	그룹	10810
754	토니 안	남성	솔로	3755
755	Rohann (이로한)	남성	솔로	15273
756	서태지	남성	솔로	19048
757	버벌진트	남성	솔로	37147
758	이진성 (먼데이 키즈)	남성	솔로	3405
759	넉살	남성	솔로	25689
760	제이워크	남성	그룹	9240
761	세훈&찬열	남성	그룹	38371
762	4minute	여성	그룹	15839
763	디아	여성	솔로	4423
764	SG 워너비	남성	그룹	55054
765	성시경	남성	솔로	114273
766	다비치	여성	그룹	124177
767	글램	여성	그룹	467
768	에이프릴 (APRIL)	여성	그룹	21605
769	M시그널	남성	그룹	131
770	병살 (정준하 & 김C)	남성	그룹	68
771	월하소년 (月下少年)	남성	솔로	2485
772	김재석	남성	솔로	418
773	장우영	남성	솔로	5268
774	김범수	남성	솔로	37849
775	헨리 (HENRY)	남성	솔로	29747
776	마마무 (Mamamoo)	여성	그룹	232414
777	ILLIONAIRE RECORDS	남성	그룹	38247
778	싹쓰리 (유두래곤, 린다G, 비룡)	혼성	그룹	39949
779	마미손	남성	솔로	14233
780	태완 (Taewan)	남성	솔로	2796
781	강민경 (다비치)	여성	솔로	9486
782	Wanna One (워너원) - 더힐	남성	그룹	17039
783	쥬얼리	여성	그룹	1833
784	엔플라잉 (N.Flying)	남성	그룹	32149
785	BOBBY	남성	솔로	67214
786	소피야 (Sophiya)	여성	솔로	3640
787	앤씨아	여성	솔로	8051
788	초아	여성	솔로	11239
789	행주	남성	솔로	10424
790	뉴챔프	남성	솔로	2328
791	Crush	남성	솔로	217148
792	박원	남성	솔로	48692
793	Lim Kim	여성	솔로	22848
794	MFBTY	혼성	그룹	6580
795	JJ	여성	솔로	206
796	지아	여성	솔로	40805
797	백청강	남성	솔로	2344
798	김민지	여성	솔로	24
799	이우	남성	솔로	5864
800	더 네임	남성	솔로	2054
801	10CM	남성	솔로	154723
802	더 넛츠 (The NuTs)	남성	그룹	3064
803	경서	여성	솔로	4012
804	Wanna One (워너원) - 린온미	남성	그룹	17710
805	CNBLUE (씨엔블루)	남성	그룹	22147
806	수펄스	여성	그룹	92
807	CL	여성	솔로	16446
808	박효신	남성	솔로	253913
809	임정희	여성	솔로	7502
810	윤성기	남성	솔로	234
811	김조한	남성	솔로	3886
812	카라	여성	그룹	13912
813	플라워	남성	그룹	6064
814	디셈버	남성	그룹	15516
815	휘성 (Realslow)	남성	솔로	35405
816	JUNIEL(서아)	여성	솔로	18900
817	UV	남성	그룹	4092
818	젝스키스	남성	그룹	49258
819	이기광	남성	솔로	35847
820	변진섭	남성	솔로	4654
821	윤아 (YOONA)	여성	솔로	20628
822	비스트	남성	그룹	128649
823	박지윤	여성	솔로	12554
824	천상지희 다나&선데이	여성	그룹	295
825	루이 (긱스)	남성	솔로	8144
826	윤미래	여성	솔로	50811
827	에픽하이 (EPIK HIGH)	남성	그룹	107462
828	달샤벳	여성	그룹	5827
829	셰인	남성	솔로	280
830	노을	남성	그룹	42393
831	나몰라패밀리N	남성	그룹	433
832	고유진 (플라워)	남성	솔로	3009
833	Kid Milli	남성	솔로	66776
834	주석	남성	솔로	1934
835	슈퍼스타K 3	혼성	그룹	250
836	세븐티핑거스 (하하 & 장기하와 얼굴들)	남성	그룹	102
